Symbol,OpenDate,CloseDate,Trade Status,Trade Side,PnL ($),PnL (%),Entry Price,Exit Price,Trade Size,Holding Period
SPY Jan 17 '25 $465 Call,2024-02-23,2024-03-07,Win,Long,2142.000000000002,0.042677824267782466,71.7,74.76,7.0,13
SPY Mar 15 '24 $517 Call,2024-03-06,2024-03-07,Loss,Short,-895.9999999999999,-0.8311688311688311,1.54,2.82,7.0,1
SPY Mar 15 '24 $515 Call,2024-03-05,2024-03-06,Loss,Short,-700.0,-0.8403361344537815,1.19,2.19,7.0,1
SPY Mar 15 '24 $513 Call,2024-03-05,2024-03-05,Win,Short,412.9999999999999,0.2587719298245613,2.28,1.69,7.0,0
SPY Mar 15 '24 $520 Call,2024-03-04,2024-03-05,Win,Short,833.0,0.6574585635359116,1.81,0.62,7.0,1
SPY Mar 08 '24 $516 Call,2024-03-01,2024-03-04,Loss,Short,-132.99999999999997,-0.11046511627906974,1.72,1.91,7.0,3
SPY Mar 08 '24 $512 Call,2024-02-29,2024-03-01,Loss,Short,-1190.0000000000002,-0.8673469387755104,1.96,3.66,7.0,1
SPY Mar 08 '24 $510 Call,2024-02-27,2024-02-29,Loss,Short,-342.99999999999983,-0.21030042918454922,2.33,2.82,7.0,2
SPY Mar 01 '24 $512 Call,2024-02-23,2024-02-27,Win,Short,931.0,0.764367816091954,1.74,0.41,7.0,4
SPY Mar 01 '24 $515 Call,2024-02-23,2024-02-23,Win,Short,370.99999999999994,0.37062937062937057,1.43,0.9,7.0,0
SPY Jan 17 '25 $460 Call,2024-02-22,2024-02-23,Win,Long,2786.9999999999964,0.05550687114120686,71.72857142857143,75.71,7.0,1
SPY Mar 01 '24 $511 Call,2024-02-22,2024-02-23,Loss,Short,-538.9999999999997,-0.3437499999999997,2.24,3.01,7.0,1
SPY Mar 01 '24 $509 Call,2024-02-22,2024-02-22,Loss,Short,-662.0,-0.43696369636963706,2.164285714285714,3.11,7.0,0
SPY Jan 17 '25 $455 Call,2024-02-07,2024-02-22,Win,Long,4224.000000000001,0.08656802065827769,69.70571428571428,75.74,7.0,15
SPY Feb 26 '24 $500 Call,2024-02-21,2024-02-22,Loss,Short,-3160.0,-2.6245847176079735,1.72,6.234285714285714,7.0,1
SPY Feb 26 '24 $499 Call,2024-02-20,2024-02-21,Win,Short,35.000000000000185,0.02293577981651388,2.18,2.13,7.0,1
SPY Feb 23 '24 $501 Call,2024-02-16,2024-02-20,Win,Short,930.9999999999999,0.5298804780876494,2.51,1.18,7.0,4
SPY Feb 23 '24 $503 Call,2024-02-15,2024-02-15,Loss,Short,-595.0000000000001,-0.41463414634146356,2.05,2.9,7.0,0
SPY Feb 23 '24 $503 Call,2024-02-16,2024-02-16,Win,Short,595.0000000000001,0.3373015873015874,2.52,1.67,7.0,0
SPY Feb 23 '24 $505 Call,2024-02-15,2024-02-16,Win,Short,245.00000000000006,0.1732673267326733,2.02,1.67,7.0,1
SPY Feb 20 '24 $500 Call,2024-02-14,2024-02-15,Loss,Short,-105.0000000000001,-0.07537688442211063,1.99,2.14,7.0,1
SPY Feb 16 '24 $497 Call,2024-02-13,2024-02-14,Loss,Short,-1589.0,-2.316326530612245,0.9800000000000001,3.25,7.0,1
SPY Feb 16 '24 $507 Call,2024-02-09,2024-02-09,Loss,Short,-231.00000000000006,-0.48529411764705893,0.6799999999999999,1.01,7.0,0
SPY Feb 09 '24 $502 Call,2024-02-07,2024-02-09,Win,Short,228.00000000000003,0.7169811320754718,0.53,0.15,6.0,2
SPY Jan 17 '25 $450 Call,2024-02-06,2024-02-07,Win,Long,2052.000000000001,0.04905335628227197,69.72,73.14,6.0,1
SPY Feb 09 '24 $497 Call,2024-02-06,2024-02-07,Loss,Short,-1056.0,-2.4444444444444446,0.72,2.48,6.0,1
SPY Jan 17 '25 $435 Call,2024-01-22,2024-02-06,Win,Long,2022.0000000000027,0.04293540578417639,78.49,81.86,6.0,15
SPY Feb 05 '24 $486 Call,2024-01-31,2024-02-01,Loss,Short,-504.0,-0.9333333333333333,1.8,3.48,3.0,1
SPY Feb 05 '24 $490 Call,2024-01-31,2024-01-31,Win,Short,114.00000000000001,0.3653846153846154,1.04,0.66,3.0,0
SPY Jan 25 '24 $485 Call,2024-01-19,2024-01-24,Loss,Short,-870.0000000000001,-2.301587301587302,1.26,4.16,3.0,5
SPY Dec 20 '24 $425 Call,2023-12-18,2024-01-22,Win,Long,2372.999999999999,0.10692078940254118,73.98,81.89,3.0,35
SPY Jan 25 '24 $478 Call,2024-01-18,2024-01-19,Loss,Short,-1041.0,-1.7794871794871794,1.95,5.42,3.0,1
SPY Jan 24 '24 $475 Call,2024-01-17,2024-01-18,Loss,Short,-395.99999999999994,-0.7374301675977653,1.79,3.11,3.0,1
SPY Jan 19 '24 $478 Call,2024-01-16,2024-01-17,Win,Short,254.99999999999997,0.7456140350877192,1.14,0.29,3.0,1
SPY Jan 22 '24 $476 Call,2024-01-08,2024-01-11,Loss,Short,-125.99999999999997,-0.14334470989761086,2.93,3.35,3.0,3
SPY Jan 16 '24 $471 Call,2024-01-05,2024-01-08,Loss,Short,-797.9999999999999,-1.29126213592233,2.06,4.72,3.0,3
SPY Jan 09 '24 $472 Call,2024-01-03,2024-01-05,Win,Short,294.0,0.7424242424242424,1.32,0.34,3.0,2
SPY Jan 08 '24 $475 Call,2024-01-02,2024-01-03,Win,Short,276.0,0.696969696969697,1.32,0.4,3.0,1
SPY Dec 29 '23 $479 Call,2023-12-26,2024-01-02,Win,Short,270.0,1.0,0.9,0.0,3.0,7
SPY Dec 29 '23 $475 Call,2023-12-21,2023-12-26,Loss,Short,-270.0,-0.5454545454545455,1.65,2.55,3.0,5
SPY Dec 20 '24 $415 Call,2023-11-29,2023-12-18,Win,Long,3990.0000000000036,0.1934826883910389,68.74,82.04,3.0,19
SPY Dec 08 '23 $457 Call,2023-11-30,2023-12-01,Loss,Short,-642.0,-1.1955307262569832,1.79,3.93,3.0,1
SPY Dec 08 '23 $460 Call,2023-11-29,2023-11-30,Win,Short,248.99999999999997,0.4825581395348837,1.72,0.89,3.0,1
SPY Sep 20 '24 $400 Call,2023-06-13,2023-11-29,Win,Long,1293.0000000000007,0.06094457013574664,70.72,75.03,3.0,169
SPY Nov 30 '23 $458 Call,2023-11-22,2023-11-29,Win,Short,228.00000000000003,0.5547445255474452,1.37,0.61,3.0,7
SPY Nov 30 '23 $456 Call,2023-11-22,2023-11-22,Loss,Short,-12.00000000000001,-0.01793721973094172,2.23,2.27,3.0,0
SPY Nov 27 '23 $454 Call,2023-11-15,2023-11-20,Loss,Short,-147.0,-0.2538860103626943,1.93,2.42,3.0,5
SPY Nov 17 '23 $462 Call,2023-11-14,2023-11-15,Loss,Short,0.0,0.0,0.04,0.04,3.0,1
SPY Nov 17 '23 $444 Call,2023-11-10,2023-11-14,Loss,Short,-1197.0,-2.5741935483870964,1.55,5.54,3.0,4
SPY Nov 17 '23 $440 Call,2023-11-10,2023-11-10,Loss,Short,-486.00000000000006,-0.8617021276595745,1.88,3.5,3.0,0
SPY Nov 14 '23 $437 Call,2023-11-06,2023-11-10,Loss,Short,-2.999999999999936,-0.004366812227074143,2.29,2.3,3.0,4
SPY Nov 13 '23 $440 Call,2023-11-03,2023-11-06,Win,Short,132.00000000000003,0.3333333333333334,1.32,0.88,3.0,3
SPY Nov 10 '23 $434 Call,2023-11-02,2023-11-03,Loss,Short,-543.0,-0.9329896907216495,1.94,3.75,3.0,1
SPY Nov 03 '23 $424 Call,2023-11-01,2023-11-02,Loss,Short,-1521.0,-3.9921259842519685,1.27,6.34,3.0,1
SPY Nov 03 '23 $422 Call,2023-10-31,2023-11-01,Loss,Short,-131.99999999999997,-0.27160493827160487,1.62,2.06,3.0,1
SPY Nov 03 '23 $419 Call,2023-10-30,2023-10-31,Loss,Short,-159.00000000000009,-0.2172131147540985,2.44,2.97,3.0,1
SPY Nov 01 '23 $417 Call,2023-10-26,2023-10-30,Win,Short,33.0000000000001,0.0460251046025106,2.39,2.28,3.0,4
SPY Nov 01 '23 $422 Call,2023-10-25,2023-10-26,Win,Short,570.0,0.662020905923345,2.87,0.97,3.0,1
SPY Nov 02 '23 $427 Call,2023-10-24,2023-10-25,Win,Short,558.0,0.5535714285714286,3.36,1.5,3.0,1
SPY Nov 01 '23 $425 Call,2023-10-23,2023-10-24,Loss,Short,-261.00000000000006,-0.28246753246753253,3.08,3.95,3.0,1
SPY Nov 01 '23 $427 Call,2023-10-23,2023-10-23,Win,Short,354.00000000000006,0.339080459770115,3.48,2.3,3.0,0
SPY Oct 30 '23 $425 Call,2023-10-20,2023-10-23,Win,Short,161.9999999999999,0.1291866028708133,4.18,3.64,3.0,3
SPY Oct 23 '23 $429 Call,2023-10-19,2023-10-20,Win,Short,378.0,0.7325581395348837,1.72,0.46,3.0,1
SPY Oct 23 '23 $431 Call,2023-10-19,2023-10-19,Win,Short,323.99999999999994,0.5070422535211266,2.13,1.05,3.0,0
SPY Oct 23 '23 $433 Call,2023-10-18,2023-10-19,Win,Short,230.99999999999997,0.3649289099526066,2.11,1.34,3.0,1
SPY Oct 23 '23 $435 Call,2023-10-18,2023-10-18,Win,Short,338.99999999999994,0.4519999999999999,2.5,1.37,3.0,0
SPY Oct 23 '23 $436 Call,2023-10-18,2023-10-18,Loss,Short,-8.999999999999941,-0.014851485148514755,2.02,2.05,3.0,0
SPY Oct 23 '23 $438 Call,2023-10-16,2023-10-18,Win,Short,462.0,0.5441696113074205,2.83,1.29,3.0,2
SPY Oct 20 '23 $435 Call,2023-10-12,2023-10-16,Loss,Short,-360.00000000000006,-0.4000000000000001,3.0,4.2,3.0,4
SPY Oct 18 '23 $438 Call,2023-10-10,2023-10-12,Win,Short,464.99999999999994,0.5849056603773585,2.65,1.1,3.0,2
SPY Oct 13 '23 $434 Call,2023-10-09,2023-10-10,Loss,Short,-375.0,-0.4980079681274901,2.51,3.76,3.0,1
SPY Oct 13 '23 $429 Call,2023-10-09,2023-10-09,Loss,Short,-768.0,-0.8858131487889274,2.89,5.45,3.0,0
SPY Oct 09 '23 $429 Call,2023-10-06,2023-10-09,Win,Short,372.0,0.7515151515151516,1.65,0.41,3.0,3
SPY Oct 09 '23 $427 Call,2023-10-04,2023-10-06,Loss,Short,-192.00000000000003,-0.3004694835680752,2.13,2.77,3.0,2
SPY Oct 09 '23 $425 Call,2023-10-03,2023-10-04,Loss,Short,-264.0000000000001,-0.3859649122807019,2.28,3.16,3.0,1
SPY Oct 06 '23 $433 Call,2023-09-29,2023-10-03,Win,Short,507.99999999999994,0.8804159445407278,1.9233333333333331,0.23,3.0,4
SPY Sep 29 '23 $430 Call,2023-09-26,2023-09-29,Win,Short,401.0,0.6650082918739636,2.01,0.6733333333333333,3.0,3
SPY Sep 29 '23 $432 Call,2023-09-26,2023-09-26,Win,Short,245.99999999999994,0.3961352657004831,2.07,1.25,3.0,0
SPY Sep 27 '23 $433 Call,2023-09-22,2023-09-26,Win,Short,278.0,0.5803757828810021,1.5966666666666667,0.67,3.0,4
SPY Sep 26 '23 $436 Call,2023-09-21,2023-09-22,Win,Short,260.0,0.7558139534883721,1.72,0.42,2.0,1
SPY Sep 25 '23 $440 Call,2023-09-20,2023-09-21,Win,Short,274.0,0.8011695906432749,1.71,0.34,2.0,1
SPY Sep 22 '23 $445 Call,2023-09-19,2023-09-20,Win,Short,212.0,0.848,1.25,0.19,2.0,1
SPY Sep 22 '23 $447.50 Call,2023-09-15,2023-09-19,Win,Short,221.99999999999997,0.6727272727272726,1.65,0.54,2.0,4
SPY Sep 22 '23 $450 Call,2023-09-13,2023-09-15,Win,Short,146.00000000000003,0.45341614906832306,1.61,0.88,2.0,2
SPY Sep 15 '23 $450 Call,2023-09-11,2023-09-13,Win,Short,174.00000000000003,0.6590909090909092,1.32,0.45,2.0,2
SPY Sep 15 '23 $449 Call,2023-09-06,2023-09-11,Win,Short,10.000000000000009,0.027624309392265217,1.81,1.76,2.0,5
SPY Sep 15 '23 $455 Call,2023-09-05,2023-09-06,Win,Short,228.00000000000003,0.7500000000000001,1.52,0.38,2.0,1
SPY Sep 05 '23 $450 Call,2023-08-30,2023-09-05,Win,Short,401.0,0.6949740034662045,2.885,0.88,2.0,6
SPY Sep 01 '23 $445 Call,2023-08-24,2023-08-30,Loss,Short,-316.0,-0.9875,3.2,6.36,1.0,6
SPY Aug 28 '23 $440 Call,2023-08-18,2023-08-24,Loss,Short,-212.0,-0.8060836501901141,2.63,4.75,1.0,6
SPY Aug 25 '23 $445 Call,2023-08-16,2023-08-18,Win,Short,225.99999999999997,0.7434210526315789,3.04,0.78,1.0,2
SPY Aug 18 '23 $450 Call,2023-08-08,2023-08-16,Win,Short,261.0,0.9456521739130435,2.76,0.15,1.0,8
SPY Aug 11 '23 $453 Call,2023-08-02,2023-08-08,Win,Short,309.0,0.8631284916201117,3.58,0.49,1.0,6
SPY Aug 04 '23 $458 Call,2023-07-28,2023-08-02,Win,Short,223.0,0.861003861003861,2.59,0.36,1.0,5
SPY Aug 04 '23 $454 Call,2023-07-27,2023-07-28,Loss,Short,-249.00000000000003,-0.9222222222222223,2.7,5.19,1.0,1
SPY Jul 28 '23 $458 Call,2023-07-27,2023-07-27,Win,Short,114.00000000000001,0.8837209302325583,1.29,0.15,1.0,0
SPY Jul 28 '23 $456 Call,2023-07-19,2023-07-27,Win,Short,125.99999999999997,0.3298429319371727,3.82,2.56,1.0,8
SPY Aug 01 '23 $454 Call,2023-07-18,2023-07-19,Loss,Short,-165.99999999999997,-0.4311688311688311,3.85,5.51,1.0,1
SPY Jul 28 '23 $451 Call,2023-07-17,2023-07-18,Loss,Short,-112.00000000000001,-0.27791563275434245,4.03,5.15,1.0,1
SPY Jul 21 '23 $448 Call,2023-07-12,2023-07-17,Loss,Short,-177.99999999999997,-0.7295081967213114,2.44,4.22,1.0,5
SPY Jul 14 '23 $440 Call,2023-07-06,2023-07-12,Loss,Short,-417.0,-1.62890625,2.56,6.73,1.0,6
SPY Jul 14 '23 $445 Call,2023-07-05,2023-07-06,Win,Short,173.0,0.67578125,2.56,0.83,1.0,1
SPY Jul 05 '23 $440 Call,2023-06-27,2023-07-05,Loss,Short,-233.0,-2.1376146788990824,1.09,3.42,1.0,8
SPY Jul 05 '23 $437 Call,2023-06-23,2023-06-27,Loss,Short,-33.999999999999986,-0.17525773195876282,1.94,2.28,1.0,4
SPY Jun 28 '23 $437 Call,2023-06-21,2023-06-23,Win,Short,106.99999999999999,0.5404040404040403,1.98,0.91,1.0,2
SPY Jun 27 '23 $440 Call,2023-06-13,2023-06-21,Win,Short,152.0,0.658008658008658,2.31,0.79,1.0,8
SPY Jun 21 '24 $380 Call,2023-05-22,2023-06-13,Win,Long,1275.0,0.18714222809335096,68.13,80.88,1.0,22
SPY Jun 15 '23 $432 Call,2023-06-12,2023-06-13,Loss,Short,-337.0,-1.3267716535433072,2.54,5.91,1.0,1
SPY Jun 14 '23 $427 Call,2023-06-07,2023-06-12,Loss,Short,-261.99999999999994,-0.9458483754512633,2.77,5.39,1.0,5
SPY Jun 09 '23 $428 Call,2023-06-05,2023-06-07,Win,Short,92.0,0.48677248677248675,1.89,0.97,1.0,2
SPY Jun 06 '23 $419 Call,2023-05-26,2023-06-05,Loss,Short,-398.99999999999994,-0.9499999999999998,4.2,8.19,1.0,10
SPY May 31 '23 $414 Call,2023-05-24,2023-05-26,Loss,Short,-401.0,-1.9753694581280792,2.03,6.04,1.0,2
SPY May 26 '23 $416 Call,2023-05-23,2023-05-24,Win,Short,112.99999999999999,0.6766467065868262,1.67,0.54,1.0,1
SPY May 26 '23 $420 Call,2023-05-22,2023-05-23,Win,Short,181.0,0.7973568281938326,2.27,0.46,1.0,1
SPY Mar 15 '24 $360 Call,2023-03-03,2023-05-22,Win,Long,776.9999999999995,0.11004107066987673,70.61,78.38,1.0,80
SPY May 25 '23 $415 Call,2023-05-17,2023-05-22,Loss,Short,-168.00000000000003,-0.46666666666666673,3.6,5.28,1.0,5
SPY May 24 '23 $413 Call,2023-05-16,2023-05-17,Loss,Short,-213.0,-0.8693877551020407,2.45,4.58,1.0,1
SPY May 18 '23 $413 Call,2023-05-12,2023-05-16,Win,Short,49.0,0.3333333333333333,1.47,0.98,1.0,4
SPY May 17 '23 $415 Call,2023-05-10,2023-05-12,Win,Short,125.0,0.6944444444444444,1.8,0.55,1.0,2
SPY May 11 '23 $412 Call,2023-05-05,2023-05-10,Win,Short,159.0,0.4774774774774775,3.33,1.74,1.0,5
SPY May 10 '23 $409 Call,2023-05-04,2023-05-05,Loss,Short,-276.0,-1.2660550458715594,2.18,4.94,1.0,1
SPY May 05 '23 $415 Call,2023-04-27,2023-05-04,Win,Short,164.0,0.9704142011834319,1.69,0.05,1.0,7
SPY May 02 '23 $412 Call,2023-04-25,2023-04-27,Win,Short,70.0,0.35353535353535354,1.98,1.28,1.0,2
SPY Apr 28 '23 $415 Call,2023-04-19,2023-04-25,Win,Short,231.99999999999997,0.8226950354609928,2.82,0.5,1.0,6
SPY Apr 21 '23 $413 Call,2023-04-17,2023-04-19,Loss,Short,-18.000000000000014,-0.09473684210526323,1.9,2.08,1.0,2
SPY Apr 19 '23 $410 Call,2023-04-12,2023-04-17,Loss,Short,-41.99999999999999,-0.1772151898734177,2.37,2.79,1.0,5
SPY Apr 14 '23 $411 Call,2023-04-10,2023-04-12,Win,Short,137.0,0.6035242290748899,2.27,0.9,1.0,2
SPY Apr 11 '23 $410 Call,2023-04-05,2023-04-10,Win,Short,71.00000000000001,0.4382716049382717,1.62,0.91,1.0,5
SPY Apr 11 '23 $412 Call,2023-04-03,2023-04-05,Win,Short,225.0,0.6965944272445821,3.23,0.98,1.0,2
SPY Apr 06 '23 $410 Call,2023-03-31,2023-04-03,Loss,Short,-119.0,-0.6197916666666666,1.92,3.11,1.0,3
SPY Apr 05 '23 $401 Call,2023-03-29,2023-03-31,Loss,Short,-416.0,-1.2760736196319018,3.26,7.42,1.0,2
SPY Mar 31 '23 $396 Call,2023-03-23,2023-03-29,Loss,Short,-179.99999999999997,-0.5538461538461538,3.25,5.05,1.0,6
SPY Mar 28 '23 $396 Call,2023-03-21,2023-03-23,Win,Short,412.0000000000001,0.6655896607431343,6.19,2.07,1.0,2
SPY Mar 27 '23 $394 Call,2023-03-20,2023-03-21,Loss,Short,-176.99999999999994,-0.32477064220183477,5.45,7.22,1.0,1
SPY Mar 24 '23 $390 Call,2023-03-13,2023-03-20,Loss,Short,-223.00000000000006,-0.4231499051233398,5.27,7.5,1.0,7
SPY Mar 20 '23 $390 Call,2023-03-10,2023-03-13,Win,Short,98.99999999999997,0.21019108280254772,4.71,3.72,1.0,3
SPY Mar 17 '23 $396 Call,2023-03-09,2023-03-10,Win,Short,219.00000000000003,0.5069444444444445,4.32,2.13,1.0,1
SPY Mar 17 '23 $400 Call,2023-03-08,2023-03-09,Win,Short,112.99999999999999,0.29815303430079154,3.79,2.66,1.0,1
SPY Mar 17 '23 $406 Call,2023-03-06,2023-03-08,Win,Short,417.0,0.7202072538860104,5.79,1.62,1.0,2
SPY Mar 15 '23 $405 Call,2023-03-03,2023-03-06,Loss,Short,-130.99999999999997,-0.27178423236514515,4.82,6.13,1.0,3
SPY Jan 19 '24 $350 Call,2022-11-08,2023-03-03,Win,Long,398.9999999999995,0.057311117494972634,69.62,73.61,1.0,115
SPY Mar 10 '23 $400 Call,2023-03-01,2023-03-03,Loss,Short,-339.0,-1.1375838926174497,2.98,6.37,1.0,2
SPY Mar 03 '23 $400 Call,2023-02-23,2023-03-01,Win,Short,231.0,0.7287066246056783,3.17,0.86,1.0,6
SPY Feb 24 '23 $405 Call,2023-02-21,2023-02-23,Win,Short,160.0,0.9248554913294798,1.73,0.13,1.0,2
SPY Feb 24 '23 $414 Call,2023-02-16,2023-02-21,Win,Short,261.0,0.9456521739130435,2.76,0.15,1.0,5
SPY Feb 16 '23 $414 Call,2023-02-14,2023-02-16,Win,Short,178.0,0.898989898989899,1.98,0.2,1.0,2
SPY Feb 15 '23 $412 Call,2023-02-09,2023-02-14,Win,Short,127.0,0.35376044568245124,3.59,2.32,1.0,5
SPY Feb 10 '23 $414 Call,2023-02-03,2023-02-09,Win,Short,300.0,0.8771929824561403,3.42,0.42,1.0,6
SPY Feb 03 '23 $415 Call,2023-02-01,2023-02-03,Win,Short,115.99999999999999,0.5979381443298968,1.94,0.78,1.0,2
SPY Feb 01 '23 $406 Call,2023-01-27,2023-02-01,Loss,Short,-259.99999999999994,-0.695187165775401,3.74,6.34,1.0,5
SPY Jan 31 '23 $401 Call,2023-01-26,2023-01-27,Loss,Short,-112.00000000000001,-0.23188405797101452,4.83,5.95,1.0,1
SPY Jan 27 '23 $398 Call,2023-01-23,2023-01-26,Loss,Short,-58.00000000000001,-0.09948542024013723,5.83,6.41,1.0,3
SPY Jan 24 '23 $392 Call,2023-01-19,2023-01-23,Loss,Short,-825.0,-4.608938547486034,1.79,10.04,1.0,4
SPY Jan 20 '23 $395 Call,2023-01-17,2023-01-19,Win,Short,386.0,0.946078431372549,4.08,0.22,1.0,2
SPY Jan 18 '23 $395 Call,2023-01-13,2023-01-17,Loss,Short,-89.00000000000001,-0.39035087719298256,2.28,3.17,1.0,4
SPY Jan 13 '23 $395 Call,2023-01-11,2023-01-13,Win,Short,305.0,0.7721518987341772,3.95,0.9,1.0,2
SPY Jan 11 '23 $390 Call,2023-01-06,2023-01-11,Loss,Short,-147.00000000000003,-0.6125000000000002,2.4,3.87,1.0,5
SPY Jan 11 '23 $386 Call,2023-01-05,2023-01-06,Loss,Short,-305.0,-1.8484848484848484,1.65,4.7,1.0,1
SPY Jan 06 '23 $385 Call,2023-01-04,2023-01-05,Win,Short,206.99999999999997,0.708904109589041,2.92,0.85,1.0,1
SPY Jan 06 '23 $384 Call,2022-12-30,2023-01-04,Loss,Short,-67.0,-0.23843416370106763,2.81,3.48,1.0,5
SPY Jan 03 '23 $383 Call,2022-12-28,2022-12-30,Win,Short,29.000000000000004,0.1946308724832215,1.49,1.2,1.0,2
SPY Dec 30 '22 $380 Call,2022-12-22,2022-12-28,Win,Short,100.0,0.3215434083601286,3.11,2.11,1.0,6
SPY Dec 23 '22 $382 Call,2022-12-19,2022-12-22,Win,Short,217.99999999999997,0.8104089219330854,2.69,0.51,1.0,3
SPY Dec 20 '22 $385 Call,2022-12-16,2022-12-19,Win,Short,183.0,0.8356164383561644,2.19,0.36,1.0,3
SPY Dec 19 '22 $390 Call,2022-12-15,2022-12-16,Win,Short,171.00000000000003,0.7990654205607478,2.14,0.43,1.0,1
SPY Dec 16 '22 $403 Call,2022-12-14,2022-12-15,Win,Short,202.99999999999997,0.9269406392694063,2.19,0.16,1.0,1
SPY Dec 19 '22 $396 Call,2022-12-15,2022-12-15,Win,Short,106.99999999999999,0.644578313253012,1.66,0.59,1.0,0
SPY Dec 14 '22 $401 Call,2022-12-08,2022-12-14,Win,Short,51.00000000000002,0.14010989010989017,3.64,3.13,1.0,6
SPY Dec 09 '22 $397 Call,2022-12-06,2022-12-08,Win,Short,107.0,0.41796875,2.56,1.49,1.0,2
SPY Dec 09 '22 $406 Call,2022-12-05,2022-12-06,Win,Short,154.0,0.8020833333333334,1.92,0.38,1.0,1
SPY Dec 08 '22 $407 Call,2022-12-05,2022-12-05,Loss,Short,-3.9999999999999813,-0.035714285714285546,1.12,1.16,1.0,0
SPY Dec 06 '22 $407 Call,2022-12-02,2022-12-05,Win,Short,78.0,0.6446280991735537,1.21,0.43,1.0,3
SPY Dec 02 '22 $405 Call,2022-11-30,2022-12-02,Win,Short,146.0,0.6790697674418604,2.15,0.69,1.0,2
SPY Dec 01 '22 $400 Call,2022-11-28,2022-11-30,Loss,Short,-155.00000000000003,-0.6352459016393444,2.44,3.99,1.0,2
SPY Nov 28 '22 $400 Call,2022-11-22,2022-11-28,Win,Short,175.99999999999997,0.8502415458937198,2.07,0.31,1.0,6
SPY Nov 25 '22 $397 Call,2022-11-21,2022-11-22,Loss,Short,-150.0,-0.9202453987730062,1.63,3.13,1.0,1
SPY Nov 21 '22 $396 Call,2022-11-18,2022-11-21,Win,Short,115.99999999999999,0.8169014084507041,1.42,0.26,1.0,3
SPY Nov 18 '22 $396 Call,2022-11-17,2022-11-18,Win,Short,120.0,0.8053691275167785,1.49,0.29,1.0,1
SPY Nov 17 '22 $398 Call,2022-11-16,2022-11-17,Win,Short,151.0,0.94375,1.6,0.09,1.0,1
SPY Nov 16 '22 $395 Call,2022-11-14,2022-11-16,Win,Short,102.99999999999999,0.33550488599348527,3.07,2.04,1.0,2
SPY Nov 16 '22 $403 Call,2022-11-11,2022-11-14,Win,Short,152.99999999999997,0.7611940298507462,2.01,0.48,1.0,3
SPY Nov 14 '22 $380 Call,2022-11-09,2022-11-11,Loss,Short,-1428.0,-5.578125,2.56,16.84,1.0,2
SPY Nov 16 '22 $399 Call,2022-11-11,2022-11-11,Loss,Short,-79.99999999999999,-0.2684563758389261,2.98,3.78,1.0,0
SPY Nov 11 '22 $390 Call,2022-11-08,2022-11-09,Win,Short,228.00000000000003,0.876923076923077,2.6,0.32,1.0,1
SPY Nov 11 '22 $383 Call,2022-11-07,2022-11-08,Loss,Short,-182.00000000000003,-0.45959595959595967,3.96,5.78,1.0,1
SPY Dec 15 '23 $340 Call,2022-10-18,2022-11-08,Win,Long,776.0000000000005,0.11606341609332942,66.86,74.62,1.0,21
